roll_number,original_filename,processed_filename,original_path,processed_path,original_width,original_height,rotation_degrees,face_x,face_y,face_width,face_height,detection_confidence,face_count,blur_score,brightness_score,status
22102001,22102001_face_056.jpg,22102001_face_040.jpg,dataset/raw/uncovered/22102001/22102001_face_056.jpg,dataset/processed/22102001/22102001_face_040.jpg,640,640,0,251,191,235,262,0.9998165965080261,2,950.6267896102908,77.258203125,processed
22102001,22102001_face_057.jpg,22102001_face_041.jpg,dataset/raw/uncovered/22102001/22102001_face_057.jpg,dataset/processed/22102001/22102001_face_041.jpg,640,640,0,240,173,246,276,0.9758257865905762,2,1074.0890459960938,81.251875,processed
22102001,22102001_face_058.jpg,22102001_face_042.jpg,dataset/raw/uncovered/22102001/22102001_face_058.jpg,dataset/processed/22102001/22102001_face_042.jpg,640,640,0,245,183,203,237,0.998521625995636,2,1013.8613122802734,86.9671875,processed
22102001,22102001_face_059.jpg,22102001_face_043.jpg,dataset/raw/uncovered/22102001/22102001_face_059.jpg,dataset/processed/22102001/22102001_face_043.jpg,640,640,0,245,172,233,271,0.9887812733650208,2,1143.2660432067871,82.1631640625,processed
22102001,22102001_face_060.jpg,22102001_face_044.jpg,dataset/raw/uncovered/22102001/22102001_face_060.jpg,dataset/processed/22102001/22102001_face_044.jpg,640,640,0,246,174,247,272,0.9928427338600159,2,1117.259008569336,85.57921875,processed
22102001,22102001_face_061.jpg,22102001_face_045.jpg,dataset/raw/uncovered/22102001/22102001_face_061.jpg,dataset/processed/22102001/22102001_face_045.jpg,640,640,0,260,185,231,259,0.9998279213905334,2,1151.0654970458986,84.3130859375,processed
22102001,22102001_face_062.jpg,22102001_face_046.jpg,dataset/raw/uncovered/22102001/22102001_face_062.jpg,dataset/processed/22102001/22102001_face_046.jpg,640,640,0,275,185,237,263,0.994554877281189,2,1150.7367616943359,84.260703125,processed
22102001,22102001_face_063.jpg,22102001_face_047.jpg,dataset/raw/uncovered/22102001/22102001_face_063.jpg,dataset/processed/22102001/22102001_face_047.jpg,640,640,0,289,191,240,256,0.9991533160209656,3,1057.8904366210936,86.0590625,processed
22102001,22102001_face_064.jpg,22102001_face_048.jpg,dataset/raw/uncovered/22102001/22102001_face_064.jpg,dataset/processed/22102001/22102001_face_048.jpg,640,640,0,287,197,245,261,0.9997797608375549,3,979.6188152099608,81.7822265625,processed
22102001,22102001_face_065.jpg,22102001_face_049.jpg,dataset/raw/uncovered/22102001/22102001_face_065.jpg,dataset/processed/22102001/22102001_face_049.jpg,640,640,0,290,191,243,254,0.9940099120140076,1,878.1681198669435,85.0717578125,processed
22102001,22102001_face_066.jpg,22102001_face_050.jpg,dataset/raw/uncovered/22102001/22102001_face_066.jpg,dataset/processed/22102001/22102001_face_050.jpg,640,640,0,253,177,277,311,0.9971449375152588,2,937.3654235092162,73.2244140625,processed
22102001,22102001_face_067.jpg,22102001_face_051.jpg,dataset/raw/uncovered/22102001/22102001_face_067.jpg,dataset/processed/22102001/22102001_face_051.jpg,640,640,0,266,197,256,291,0.9945794939994812,1,734.931537866211,66.71015625,processed
22102001,22102001_face_068.jpg,22102001_face_052.jpg,dataset/raw/uncovered/22102001/22102001_face_068.jpg,dataset/processed/22102001/22102001_face_052.jpg,640,640,0,283,221,186,224,0.9847785234451294,1,775.5145878158569,72.1433984375,processed
22102001,22102001_face_069.jpg,22102001_face_053.jpg,dataset/raw/uncovered/22102001/22102001_face_069.jpg,dataset/processed/22102001/22102001_face_053.jpg,640,640,0,287,199,244,278,0.9300575256347656,2,664.8508496688843,66.9540625,processed
22102001,22102001_face_070.jpg,22102001_face_054.jpg,dataset/raw/uncovered/22102001/22102001_face_070.jpg,dataset/processed/22102001/22102001_face_054.jpg,640,640,0,303,201,200,256,0.9981885552406311,2,748.4615499938965,67.2866796875,processed
22102001,22102001_face_071.jpg,22102001_face_055.jpg,dataset/raw/uncovered/22102001/22102001_face_071.jpg,dataset/processed/22102001/22102001_face_055.jpg,640,640,0,316,188,282,326,0.9933899641036987,1,787.0981634384156,61.718671875,processed
22102001,22102001_face_072.jpg,22102001_face_056.jpg,dataset/raw/uncovered/22102001/22102001_face_072.jpg,dataset/processed/22102001/22102001_face_056.jpg,640,640,0,297,188,267,312,0.9472742676734924,1,775.6756472396851,67.1568359375,processed
22102001,22102001_face_073.jpg,22102001_face_057.jpg,dataset/raw/uncovered/22102001/22102001_face_073.jpg,dataset/processed/22102001/22102001_face_057.jpg,640,640,0,259,208,220,270,0.9954060912132263,1,563.5156776596069,69.4131640625,processed
22102001,22102001_face_074.jpg,22102001_face_058.jpg,dataset/raw/uncovered/22102001/22102001_face_074.jpg,dataset/processed/22102001/22102001_face_058.jpg,640,640,0,236,199,194,253,0.9601947069168091,1,585.5181656478883,70.1914453125,processed
22102001,22102001_face_075.jpg,22102001_face_059.jpg,dataset/raw/uncovered/22102001/22102001_face_075.jpg,dataset/processed/22102001/22102001_face_059.jpg,640,640,0,225,176,254,312,0.9496434926986694,1,733.5308593200683,66.46734375,processed
22102001,22102001_face_076.jpg,22102001_face_060.jpg,dataset/raw/uncovered/22102001/22102001_face_076.jpg,dataset/processed/22102001/22102001_face_060.jpg,640,640,0,242,191,232,268,0.9770322442054749,1,708.0736005233765,72.5614453125,processed
22102001,22102001_face_078.jpg,22102001_face_061.jpg,dataset/raw/uncovered/22102001/22102001_face_078.jpg,dataset/processed/22102001/22102001_face_061.jpg,640,640,0,227,202,183,239,0.9603040218353271,1,652.333037109375,75.04171875,processed
22102001,22102001_face_079.jpg,22102001_face_062.jpg,dataset/raw/uncovered/22102001/22102001_face_079.jpg,dataset/processed/22102001/22102001_face_062.jpg,640,640,0,235,197,218,261,0.9785082340240479,2,718.7854153305053,73.049375,processed
22102001,22102001_face_080.jpg,22102001_face_063.jpg,dataset/raw/uncovered/22102001/22102001_face_080.jpg,dataset/processed/22102001/22102001_face_063.jpg,640,640,0,247,158,231,306,0.9581291079521179,1,694.1328864990235,66.067109375,processed
22102001,22102001_face_081.jpg,22102001_face_064.jpg,dataset/raw/uncovered/22102001/22102001_face_081.jpg,dataset/processed/22102001/22102001_face_064.jpg,640,640,0,209,158,231,289,0.9735991358757019,1,858.5727018493652,75.9870703125,processed
22102001,22102001_face_082.jpg,22102001_face_065.jpg,dataset/raw/uncovered/22102001/22102001_face_082.jpg,dataset/processed/22102001/22102001_face_065.jpg,640,640,0,190,187,209,244,0.9741626977920532,1,825.2856147933959,85.6128515625,processed
22102001,22102001_face_083.jpg,22102001_face_066.jpg,dataset/raw/uncovered/22102001/22102001_face_083.jpg,dataset/processed/22102001/22102001_face_066.jpg,640,640,0,166,169,219,274,0.9332848787307739,2,627.3917114196778,76.1441015625,processed
22102001,22102001_face_084.jpg,22102001_face_067.jpg,dataset/raw/uncovered/22102001/22102001_face_084.jpg,dataset/processed/22102001/22102001_face_067.jpg,640,640,0,132,186,198,246,0.9708612561225891,2,533.4874213241577,71.550546875,processed
22102001,22102001_face_086.jpg,22102001_face_068.jpg,dataset/raw/uncovered/22102001/22102001_face_086.jpg,dataset/processed/22102001/22102001_face_068.jpg,640,640,0,110,185,198,234,0.9922696948051453,2,573.3196654525757,72.3346875,processed
22102001,22102001_face_087.jpg,22102001_face_069.jpg,dataset/raw/uncovered/22102001/22102001_face_087.jpg,dataset/processed/22102001/22102001_face_069.jpg,640,640,0,118,192,176,223,0.917263925075531,1,568.6347865585327,69.4752734375,processed
22102001,22102001_face_088.jpg,22102001_face_070.jpg,dataset/raw/uncovered/22102001/22102001_face_088.jpg,dataset/processed/22102001/22102001_face_070.jpg,640,640,0,126,184,184,232,0.9583653807640076,1,630.7372452377319,69.1303125,processed
22102001,22102001_face_089.jpg,22102001_face_071.jpg,dataset/raw/uncovered/22102001/22102001_face_089.jpg,dataset/processed/22102001/22102001_face_071.jpg,640,640,0,127,195,180,222,0.9462383985519409,2,640.4383548568726,70.9691796875,processed
22102001,22102001_face_090.jpg,22102001_face_072.jpg,dataset/raw/uncovered/22102001/22102001_face_090.jpg,dataset/processed/22102001/22102001_face_072.jpg,640,640,0,130,182,190,238,0.9806843400001526,2,652.1302725082398,68.9348828125,processed
22102001,22102001_face_094.jpg,22102001_face_073.jpg,dataset/raw/uncovered/22102001/22102001_face_094.jpg,dataset/processed/22102001/22102001_face_073.jpg,640,640,0,133,152,216,257,0.9784132242202759,1,704.543249609375,71.258671875,processed
22102001,22102001_face_095.jpg,22102001_face_074.jpg,dataset/raw/uncovered/22102001/22102001_face_095.jpg,dataset/processed/22102001/22102001_face_074.jpg,640,640,0,145,147,234,272,0.9833179116249084,1,562.7512101989745,69.6333984375,processed
22102001,22102001_face_096.jpg,22102001_face_075.jpg,dataset/raw/uncovered/22102001/22102001_face_096.jpg,dataset/processed/22102001/22102001_face_075.jpg,640,640,0,163,153,221,268,0.9895851016044617,1,570.9602337646485,67.5771484375,processed
22102001,22102001_face_097.jpg,22102001_face_076.jpg,dataset/raw/uncovered/22102001/22102001_face_097.jpg,dataset/processed/22102001/22102001_face_076.jpg,640,640,0,144,159,264,284,0.9843185544013977,1,469.2960238708496,68.66328125,processed
22102001,22102001_face_102.jpg,22102001_face_077.jpg,dataset/raw/uncovered/22102001/22102001_face_102.jpg,dataset/processed/22102001/22102001_face_077.jpg,640,640,0,97,138,265,284,0.9995046257972717,1,594.3752828125,67.566640625,processed
22102001,22102001_face_103.jpg,22102001_face_078.jpg,dataset/raw/uncovered/22102001/22102001_face_103.jpg,dataset/processed/22102001/22102001_face_078.jpg,640,640,0,98,118,263,282,0.9938254952430725,2,849.0335635849,78.4003515625,processed
22102001,22102001_face_104.jpg,22102001_face_079.jpg,dataset/raw/uncovered/22102001/22102001_face_104.jpg,dataset/processed/22102001/22102001_face_079.jpg,640,640,0,125,122,250,250,0.9258204102516174,3,306.8061928085327,92.3348828125,processed
22102001,22102001_face_105.jpg,22102001_face_080.jpg,dataset/raw/uncovered/22102001/22102001_face_105.jpg,dataset/processed/22102001/22102001_face_080.jpg,640,640,0,159,127,244,253,0.9845751523971558,2,639.722082788086,90.7223828125,processed
22102001,22102001_face_106.jpg,22102001_face_081.jpg,dataset/raw/uncovered/22102001/22102001_face_106.jpg,dataset/processed/22102001/22102001_face_081.jpg,640,640,0,227,140,221,220,0.9996988773345947,5,478.3787781356812,93.0950390625,processed
22102001,22102001_face_107.jpg,22102001_face_082.jpg,dataset/raw/uncovered/22102001/22102001_face_107.jpg,dataset/processed/22102001/22102001_face_082.jpg,640,640,0,250,134,213,217,0.9995943903923035,1,1504.8690311950684,95.3528515625,processed
22102001,22102001_face_108.jpg,22102001_face_083.jpg,dataset/raw/uncovered/22102001/22102001_face_108.jpg,dataset/processed/22102001/22102001_face_083.jpg,640,640,0,247,133,222,221,0.9830583333969116,4,653.665344847107,97.6601171875,processed
22102001,22102001_face_109.jpg,22102001_face_084.jpg,dataset/raw/uncovered/22102001/22102001_face_109.jpg,dataset/processed/22102001/22102001_face_084.jpg,640,640,0,259,131,248,270,0.9838428497314453,3,955.4801668930055,84.4648828125,processed
22102001,22102001_face_110.jpg,22102001_face_085.jpg,dataset/raw/uncovered/22102001/22102001_face_110.jpg,dataset/processed/22102001/22102001_face_085.jpg,640,640,0,276,138,253,270,0.9994285702705383,2,935.6883364730836,87.5393359375,processed
22102001,22102001_face_111.jpg,22102001_face_086.jpg,dataset/raw/uncovered/22102001/22102001_face_111.jpg,dataset/processed/22102001/22102001_face_086.jpg,640,640,0,291,153,226,230,0.9899334907531738,2,1450.0220287338254,95.907578125,processed
22102001,22102001_face_112.jpg,22102001_face_087.jpg,dataset/raw/uncovered/22102001/22102001_face_112.jpg,dataset/processed/22102001/22102001_face_087.jpg,640,640,0,310,150,243,254,0.9995908141136169,4,892.7545294860839,93.8980078125,processed
22102001,22102001_face_113.jpg,22102001_face_088.jpg,dataset/raw/uncovered/22102001/22102001_face_113.jpg,dataset/processed/22102001/22102001_face_088.jpg,640,640,0,308,145,263,295,0.9596127271652222,3,1042.2964301010134,83.6112890625,processed
22102001,22102001_face_114.jpg,22102001_face_089.jpg,dataset/raw/uncovered/22102001/22102001_face_114.jpg,dataset/processed/22102001/22102001_face_089.jpg,640,640,0,293,151,265,285,0.9990485310554504,3,1072.3304423583984,87.63890625,processed
22102001,22102001_face_115.jpg,22102001_face_090.jpg,dataset/raw/uncovered/22102001/22102001_face_115.jpg,dataset/processed/22102001/22102001_face_090.jpg,640,640,0,295,168,248,263,0.9830888509750366,4,999.3622155380249,89.2520703125,processed
22102001,22102001_face_116.jpg,22102001_face_091.jpg,dataset/raw/uncovered/22102001/22102001_face_116.jpg,dataset/processed/22102001/22102001_face_091.jpg,640,640,0,276,165,251,272,0.9865448474884033,3,1089.2603826522827,90.30921875,processed
22102001,22102001_face_117.jpg,22102001_face_092.jpg,dataset/raw/uncovered/22102001/22102001_face_117.jpg,dataset/processed/22102001/22102001_face_092.jpg,640,640,0,273,183,238,262,0.9775737524032593,5,1053.0668990951538,87.3196484375,processed
22102001,22102001_face_118.jpg,22102001_face_093.jpg,dataset/raw/uncovered/22102001/22102001_face_118.jpg,dataset/processed/22102001/22102001_face_093.jpg,640,640,0,273,189,251,263,0.9990538954734802,4,1130.7939038085938,91.306875,processed
22102001,22102001_face_119.jpg,22102001_face_094.jpg,dataset/raw/uncovered/22102001/22102001_face_119.jpg,dataset/processed/22102001/22102001_face_094.jpg,640,640,0,271,207,236,251,0.9925947189331055,4,1092.8511242660525,88.74359375,processed
22102001,22102001_face_120.jpg,22102001_face_095.jpg,dataset/raw/uncovered/22102001/22102001_face_120.jpg,dataset/processed/22102001/22102001_face_095.jpg,640,640,0,260,217,236,254,0.9977275729179382,3,853.6489144958496,86.6335546875,processed
22102001,22102001_face_121.jpg,22102001_face_096.jpg,dataset/raw/uncovered/22102001/22102001_face_121.jpg,dataset/processed/22102001/22102001_face_096.jpg,640,640,0,231,207,255,279,0.9989847540855408,2,1060.5625231552124,87.1283203125,processed
22102001,22102001_face_122.jpg,22102001_face_097.jpg,dataset/raw/uncovered/22102001/22102001_face_122.jpg,dataset/processed/22102001/22102001_face_097.jpg,640,640,0,213,226,185,221,0.9980882406234741,3,849.7302411972046,89.2886328125,processed
22102001,22102001_face_123.jpg,22102001_face_098.jpg,dataset/raw/uncovered/22102001/22102001_face_123.jpg,dataset/processed/22102001/22102001_face_098.jpg,640,640,0,197,232,238,262,0.977229654788971,3,965.6491190658571,84.3382421875,processed
22102001,22102001_face_124.jpg,22102001_face_099.jpg,dataset/raw/uncovered/22102001/22102001_face_124.jpg,dataset/processed/22102001/22102001_face_099.jpg,640,640,0,210,243,221,232,0.9904632568359375,4,815.2057994079588,92.8180859375,processed
22102001,22102001_face_125.jpg,22102001_face_100.jpg,dataset/raw/uncovered/22102001/22102001_face_125.jpg,dataset/processed/22102001/22102001_face_100.jpg,640,640,0,258,241,200,232,0.9985594153404236,2,866.9916381835938,84.0750390625,processed
22102001,22102001_face_126.jpg,22102001_face_101.jpg,dataset/raw/uncovered/22102001/22102001_face_126.jpg,dataset/processed/22102001/22102001_face_101.jpg,640,640,0,262,245,201,230,0.999904215335846,1,866.202723045349,84.94265625,processed
22102001,22102001_face_127.jpg,22102001_face_102.jpg,dataset/raw/uncovered/22102001/22102001_face_127.jpg,dataset/processed/22102001/22102001_face_102.jpg,640,640,0,259,254,200,219,0.9997960925102234,2,795.2457656005859,88.576875,processed
22102001,22102001_face_128.jpg,22102001_face_103.jpg,dataset/raw/uncovered/22102001/22102001_face_128.jpg,dataset/processed/22102001/22102001_face_103.jpg,640,640,0,235,242,232,265,0.9516172409057617,2,928.6709796813964,79.6074609375,processed
22102001,22102001_face_129.jpg,22102001_face_104.jpg,dataset/raw/uncovered/22102001/22102001_face_129.jpg,dataset/processed/22102001/22102001_face_104.jpg,640,640,0,230,244,241,256,0.999579131603241,1,915.7698788085938,85.8578125,processed
22102001,22102001_face_130.jpg,22102001_face_105.jpg,dataset/raw/uncovered/22102001/22102001_face_130.jpg,dataset/processed/22102001/22102001_face_105.jpg,640,640,0,273,243,200,226,0.9990956783294678,2,989.548893370056,85.515859375,processed
22102001,22102001_face_131.jpg,22102001_face_106.jpg,dataset/raw/uncovered/22102001/22102001_face_131.jpg,dataset/processed/22102001/22102001_face_106.jpg,640,640,0,215,233,242,264,0.9996829032897949,1,881.9951880477904,82.7672265625,processed
22102001,22102001_face_132.jpg,22102001_face_107.jpg,dataset/raw/uncovered/22102001/22102001_face_132.jpg,dataset/processed/22102001/22102001_face_107.jpg,640,640,0,203,222,246,274,0.9883624315261841,2,1039.3270947021485,80.9801953125,processed
22102001,22102001_face_133.jpg,22102001_face_108.jpg,dataset/raw/uncovered/22102001/22102001_face_133.jpg,dataset/processed/22102001/22102001_face_108.jpg,640,640,0,199,215,248,268,0.9989811778068542,3,1094.508996458435,86.3059765625,processed
22102001,22102001_face_134.jpg,22102001_face_109.jpg,dataset/raw/uncovered/22102001/22102001_face_134.jpg,dataset/processed/22102001/22102001_face_109.jpg,640,640,0,210,216,238,259,0.9943074584007263,2,836.56538125,84.79078125,processed
22102001,22102001_face_135.jpg,22102001_face_110.jpg,dataset/raw/uncovered/22102001/22102001_face_135.jpg,dataset/processed/22102001/22102001_face_110.jpg,640,640,0,267,211,202,224,0.9998860955238342,1,640.8873393493652,88.45703125,processed
22102001,22102001_face_136.jpg,22102001_face_111.jpg,dataset/raw/uncovered/22102001/22102001_face_136.jpg,dataset/processed/22102001/22102001_face_111.jpg,640,640,0,246,204,231,255,0.9971137642860413,2,852.948095640564,83.668671875,processed
22102001,22102001_face_137.jpg,22102001_face_112.jpg,dataset/raw/uncovered/22102001/22102001_face_137.jpg,dataset/processed/22102001/22102001_face_112.jpg,640,640,0,270,202,219,242,0.9985416531562805,2,797.4535625473022,82.107109375,processed
22102001,22102001_face_138.jpg,22102001_face_113.jpg,dataset/raw/uncovered/22102001/22102001_face_138.jpg,dataset/processed/22102001/22102001_face_113.jpg,640,640,0,273,218,223,247,0.9968246221542358,2,828.6215264648437,78.3111328125,processed
